Script started on 2026-04-22 15:20:31+00:00 [COMMAND="cd ~/secure-reliable-file-fransfer && sudo PYTHONPATH=. python3 -u main.py --mode server --config config_phase1.json" TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="222" LINES="30"]
[SERVER] Listening on 172.31.77.14:50000
[SERVER][DEBUG] accepted ACK 470918
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 470942
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 470965
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 470965

[SERVER][DEBUG] accepted ACK 470990
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471014
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471039
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471064
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471088
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 471088

[SERVER][DEBUG] accepted ACK 471111
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471135
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471160
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471185
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471209
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 471209
[SERVER][DEBUG] accepted ACK 471234

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471257
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471281
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471306
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471331
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471356
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 471356

[SERVER][DEBUG] accepted ACK 471378
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471402
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471426
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471450
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471474
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471498
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 471498
[SERVER][DEBUG] accepted ACK 471522

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471547
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471573
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471598
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471621
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471645
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 471645

[SERVER][DEBUG] accepted ACK 471670
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471695
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471720
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471743
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471767
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 471767

[SERVER][DEBUG] accepted ACK 471792
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471816
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471842
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471867
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471891
[SERVER] retransmitted DATA seq 471891[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471916

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471939
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471968
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 471993
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472016
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 472016

[SERVER][DEBUG] accepted ACK 472040
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472064
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472089
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472114
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472139
[SERVER] retransmitted DATA seq 472139[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472163

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472187
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472212
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472237
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472262
[SERVER] retransmitted DATA seq 472262[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472285

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472311
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472335
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472360
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472385
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472408
[SERVER] retransmitted DATA seq 472385
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472432
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472457
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472482
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472507
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 472507

[SERVER][DEBUG] accepted ACK 472530
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472554
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472578
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472604
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472628
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 472628[SERVER][DEBUG] accepted ACK 472651

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472676
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472700
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472725
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472750
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 472750[SERVER][DEBUG] accepted ACK 472774

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472799
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472823
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472848
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472873
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 472873[SERVER][DEBUG] accepted ACK 472897

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472920
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472944
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472970
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 472994
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473019
[SERVER] retransmitted DATA seq 472994
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473042
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473065
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473089
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473113
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473137
[SERVER] retransmitted DATA seq 473113
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473159
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473182
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473206
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473229
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473254
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 473254[SERVER][DEBUG] accepted ACK 473276

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473300
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473324
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473348
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473371
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473394
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473418
[SERVER] retransmitted DATA seq 473394
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473442
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473466
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473490
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473512
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473537
[SERVER] retransmitted DATA seq 473512
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473561
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473585
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473609
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473631
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 473631

[SERVER][DEBUG] accepted ACK 473655
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473679
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473702
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473727
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473751
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 473751[SERVER][DEBUG] accepted ACK 473774

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473798
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473823
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473847
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473871
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 473871

[SERVER][DEBUG] accepted ACK 473889
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473925
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473949
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473973
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 473998
[SERVER] retransmitted DATA seq 473998[SERVER][DEBUG] raw packet len=60

[SERVER][DEBUG] accepted ACK 474021
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474044
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474069
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474093
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474116
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474141
[SERVER] retransmitted DATA seq 474116
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474161
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474190
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474214
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474238
[SERVER] retransmitted DATA seq 474238[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474261

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474291
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474319
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474349
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474399
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 474399
[SERVER][DEBUG] accepted ACK 474442
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474466
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474490
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474515
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474539
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474563
[SERVER] retransmitted DATA seq 474539
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474586
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474610
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474633
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474657
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474681
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474706
[SERVER] retransmitted DATA seq 474681
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474730
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474754
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474777
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474802
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474827
[SERVER] retransmitted DATA seq 474802
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474851
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474874
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474899
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474922
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474946
[SERVER] retransmitted DATA seq 474922
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474970
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 474995
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475019
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475042
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 475042

[SERVER][DEBUG] accepted ACK 475065
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475089
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475113
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475136
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475161
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 475161[SERVER][DEBUG] accepted ACK 475184

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475207
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475230
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475255
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475281
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475304
[SERVER] retransmitted DATA seq 475281
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475329
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475353
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475377
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475401
[SERVER] retransmitted DATA seq 475401[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475425

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475448
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475472
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475496
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475519
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475543
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 475543
[SERVER][DEBUG] accepted ACK 475566

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475590
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475614
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475638
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475662
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475684
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 475684

[SERVER][DEBUG] accepted ACK 475710
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475734
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475758
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475782
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475804
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 475804[SERVER][DEBUG] accepted ACK 475828

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475852
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475876
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475900
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475923
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 475923

[SERVER][DEBUG] accepted ACK 475947
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475971
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 475995
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476020
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476046
[SERVER] retransmitted DATA seq 476046[SERVER][DEBUG] raw packet len=60

[SERVER][DEBUG] accepted ACK 476069
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476094
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476118
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476144
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476168
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 476168

[SERVER][DEBUG] accepted ACK 476193
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476216
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476240
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476265
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476290
[SERVER] retransmitted DATA seq 476290[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476315

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476338
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476362
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476386
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476411
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 476411

[SERVER][DEBUG] accepted ACK 476435
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476459
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476483
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476507
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476531
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 476531

[SERVER][DEBUG] accepted ACK 476558
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476583
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476608
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476632
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476656
[SERVER] retransmitted DATA seq 476656[SERVER][DEBUG] raw packet len=76
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476680

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476704
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476729
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476754
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476778
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 476778

[SERVER][DEBUG] accepted ACK 476802
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476827
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476851
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476877
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476902
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 476902

[SERVER][DEBUG] accepted ACK 476928
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476951
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 476976
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477000
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477025
[SERVER] retransmitted DATA seq 477025[SERVER][DEBUG] raw packet len=60

[SERVER][DEBUG] accepted ACK 477049
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477074
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477098
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477123
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477147
[SERVER] retransmitted DATA seq 477147[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477171

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477196
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477220
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477245
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477270
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 477270

[SERVER][DEBUG] accepted ACK 477294
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477318
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477342
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477366
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477390
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477414
[SERVER] retransmitted DATA seq 477390
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477437
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477462
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477486
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477509
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477533
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 477533[SERVER][DEBUG] accepted ACK 477557

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477582
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477607
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477632
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477658
[SERVER] retransmitted DATA seq 477658[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477682

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477706
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477732
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477756
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477781
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 477781

[SERVER][DEBUG] accepted ACK 477804
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477829
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477854
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477878
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477902
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477926
[SERVER] retransmitted DATA seq 477902
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477950
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477974
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 477998
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478023
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478047
[SERVER] retransmitted DATA seq 478023
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478071
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478096
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478121
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478146
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478170
[SERVER] retransmitted DATA seq 478146
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478194
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478218
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478243
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 478267
